"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93"
"1",0,0,0.16549626874482,0,0.757369300552255,0.803823130385967,0.900586066426943,0.0415521234037998,0.520188480315104,0,0,0,0,0,0,0,0,0,0,0.26293563431046,0.315814295220637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,0,0,0.537219563178878,0,0,0,0,0,0,0.22839317255409,0.414725213939138,0.379500169440985,0.785283202413174,0,0.289602842725821,0.452872992147475,0,0,0.000653951194294441,0,0,0,0,0.0499942372264325,0.00325627715271589,0,0.00517828424429994,0,0.629196452706261,0,0,0,0,0.016723249470978,0,0,0.00156137405159394,0,0,0.00334807728815714,0.00401700771435039,0,0.0000536383152615369,0.0209560004348983,0,0,0.156112771453104,0,0,0,0,0,0,0.0403156482754107,0.148061967576854,0.779715712751943,0.0230581485354666,0,0,0,0,0.0131448329177979,0,0.00167545814014456,0,0.000560308999263981,0,0.0274191242152815,0.0109896895908193,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160833754115679,0,0.00983829393696267,0,0.00209385356058576,0,0,0,0,0
"3",0,0,0,0.0139323366076167,0,0,0,0.0218096324232303,0,0,0.0175295107209719,0.0235399896259211,0.0266669933792243,0,0.0348959066468621,0.17576049725857,0.0679351599888756,0.0580490101445598,0.00532197932670927,0.00897027294223885,0,0.0525826926119839,0.00464599802904788,0.409717031580749,0.00724928268024308,0.166054231909356,0.0380184992827904,0.00581659841901554,0.00276881768754928,0.210525842064498,0.0061891044102315,0,0.00511320647844298,0.00603321394260593,0.00118345572591147,0,0.00384807473165987,0.0101455294750731,0.070362703744041,0.000932440843772784,0,0,0,0.000366472193291163,0.0000843052730612698,0,0.0111562580959087,0.0452730824452583,0.00238920775193191,0.00162921282597118,0.0236115117887972,0.030062897311586,0.0190183267334545,0.0164060341884094,0.0543955537741899,0.0258244920568115,0.0489411019682513,0.00869908916643342,0,0,0.0172423210133227,0,0.00150226178667675,0.00333631872623002,0,0,0,0.0288266265084029,0.000372022358342565,0.019081708302104,0,0,0,0,0.00972318175744131,0,0,0,0,0,0,0,0,0.606888095187,0,0,0,0,0,0,0,0,0
"4",0,0,0,0,0,0,0,0,0,0,0.0542325371939559,0.370246176054758,0.204331935530308,0.104423724306755,0,0.40691454360821,0.190450629076649,0.0120854365540051,0,0,0,0.00285411006472941,0.0503229365547601,0,0.270533129726637,0.243891403274141,0,0.0187358002628774,0.00754006873961997,0.153446216793032,0,0,0.00394252201138952,0.0273287852692033,0.0698196163273471,0.170162670935426,0.0675673367281818,0.0668845973113941,0,0.148412011099778,0.0196714165503442,0.00373851837296129,0.0465302165215663,0.0258665727899303,0.0454683036210048,0,0,0.16237836805728,0.0346568085000515,0,0.0085370580981747,0,0.00105342517584881,0.0207843876724134,0.053984410595042,0.211594378925843,0.12897890814261,0.131538784674683,0.00389268383729999,0,0.00327737786469997,0,0,0,0.00488815343039404,0,0,0,0.000990250172143459,0.00190519362077767,0,0,0,0,0.00131475348834288,0,0,0.027738276557107,0.00429474879350104,0,0.0578738067839924,0,0,0.0208539024477803,0,0,0,0,0,0,0,0,0
"5",0,0,0,0,0,0.196176869614033,0.0502410984663855,0.0229606018756907,0.272813589420987,0.0399271857209587,0,0,0,0,0,0,0,0,0,0.0104905307215091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0,0,0,0,0,0,0.0491728351066718,0.457497563281357,0,0.26536752046909,0.0822201257573271,0,0,0,0.314092089343256,0,0.217483956926389,0.0717031381228656,0.0215016648585856,0.319826058331151,0.117044886393484,0.17423452280989,0.133816398803574,0.231001026179875,0.012595979313612,0.14251002804446,0.0426001264236347,0.398959969690065,0.0969309313216126,0,0.818491537863464,0.197296549239641,0,0,0,0,0.00174782383161803,0.0157986347255348,0.0718452600367588,0,0,0,0,0,0,0,0.0265347505188851,0,0,0,0,0.00292308281616227,0.000228468403041125,0,0,0,0.0041814032688534,0,0,0,0.396938745357689,0,0.00305385678033612,0,0,0,0,0.0181366173407617,0,0.00176559410236414,0,0,0,0,0.0181049834199137,0.00585967758022814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,0.37375307698998,0,0.647542436642103,0.203785725765516,0,0,0,0.523877092780564,0,0,0.472037202017349,0.228229392556952,0.386242863101252,0.456275820398763,0.669956761398484,0.626208284635738,0.250920316885884,0.301142387089509,0.132101723142663,0.665731865792248,0.444549720042059,0.80374569392336,0,0.133332134013375,0.470021405934255,0.55105612727415,0.242426126984738,0.102740910020591,0,0.14752610524153,0.493390854535049,0.814340777327668,0.0043197267538785,0,0.697613478425279,0.00369713873885825,0.0577276276225999,0.0736201760086642,0.00123387003622047,0.154567478483156,0,0.218032133001143,0.914793666898242,0.779668903761202,0.295762055665523,0.746688690261509,0.71311234370078,0,0,0.00528108577916581,0.0513034525601717,0.0104640171460398,0.00765234668527099,0.386710428752631,0.0881464805309116,0.0607108778063811,0,0.0107948244243051,0.0146907937360455,0,0.0153346093994423,0.0601026215468511,0.286182074347259,0,0,0,0.336422594340916,0.465444429981958,0.766172646763431,0,0,0,0,0.00349984383420037,0,0.495794717421917,0.00000417084169451401,0,0,0,0,0.147905379738764,0,0,0,0
"8",0,0,0,0,0,0,0,0,0,0.011584408449079,0.0345789020240509,0,0,0,0.0379114272878887,0,0,0.211566901005511,0.608086471182165,0.00189252042237934,0.0160446540133362,0.0736562221114388,0.012029028424831,0.0990837471412501,0.267433933048299,0.157966119959878,0,0.00472212689083886,0.00959134545753243,0,0.0288302164508941,0.287561993358006,0.0188324977839708,0.126500384948619,0.0897501275775717,0,0.343491822616867,0.0087692868179609,0.0434512588915318,0,0,0.0219824594686172,0.00846568725442573,0.000166028063171277,0.01662199771568,0.00260539407736819,0.18062750496233,0,0.00491102639668248,0.00427640594670607,0.057650959265172,0.216550788700713,0.196270219553632,0.0588313595191839,0.0109371338354344,0,0.00146419545686499,0.00513311076915669,0,0,0.00300975485360989,0,0,0,0,0,0.00349275316727547,0,0,0,0,0,0,0,0.0201683389689985,0.0126710791763117,0,0,0,0,0.00761668611876677,0,0,0.00705327233564662,0.0335832494827162,0,0,0.00368527851067793,0.0394863370403664,0,0,0,0
"9",0,0,0,0,0,0,0,0.0515528196990567,0,0.0355784487187692,0,0,0,0,0.0337794436464109,0,0,0.118189926347627,0.0122106979255339,0.00756761593960549,0.0870571832862124,0.000886018804203421,0.0204470118397712,0,0,0.0722914959382097,0,0.000118465237964856,0,0,0,0.045120051468098,0.0668026769982933,0.0213571959162373,0.130700624047147,0,0,0,0,0,0,0,0,0,0.0391470526426546,0,0.0143456276712037,0,0,0.00220038797362429,0,0.300582249378079,0,0,0.00569086347072077,0.0110083875542571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169037346154433,0,0,0,0,0.026146487685082,0.0112698473838207,0,0,0,0,0,0,0,0,0,0,0,0
"10",0,0,0,0,0,0,0,0.0308741823268858,0,0,0,0,0,0,0.0262233799997709,0,0,0,0.0809647459235131,0,0,0,0.0159593833228994,0,0,0.0349075115548321,0,0,0,0,0,0,0.0103049340864716,0.0460340912307846,0.108268322061723,0,0,0,0,0,0,0,0,0,0.0208668521396264,0,0.00507415847554257,0,0.0585894049819334,0,0,0.0452184325586479,0,0.00190560638258273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172910507884359,0.232805412168068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
