"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93"
"1",0,0,0.176415633339596,0,0.746566850528876,0.859493508297012,0.895529319191854,0.0311364469468284,0.465380120433785,0,0,0,0,0,0,0,0,0,0,0.247878885086258,0.275465932183312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,0,0,0.4615195078586,0,0,0,0,0,0,0.238084184301625,0.39150935556902,0.379332087735029,0.800033045180405,0,0.300689685044822,0.344966912072498,0,0,0.00116974323155418,0,0,0,0,0.0451136059199689,0.0104681559988511,0,0.0103773473838884,0,0.628234774058197,0,0,0,0,0.0177381725372109,0,0,0.000565998466001664,0,0,0.000712584103103367,0.00253089492288798,0,0.0000943667266029938,0.0208320472515768,0,0,0.148019872988622,0,0,0,0,0,0,0.0532862363282573,0.172451524852841,0.778493457739231,0.0149133580965755,0,0,0,0,0.0139028951262047,0,0.0049664802875868,0,0.000164686580138513,0,0.0223765741509473,0.0114640460435657,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00954942293541049,0,0.0104245829551981,0,0.000964851801279785,0,0,0,0,0
"3",0,0,0,0.0111036074061687,0,0,0,0.028837603338081,0,0,0.0290829728628808,0.0477318061643829,0.0262345189780179,0,0.0266118761028622,0.182011993812869,0.0789444262025803,0.076366924944118,0.00568577284344781,0.00577126612978981,0,0.0484576076521235,0.00896282277459872,0.41204065386365,0.00782987010088311,0.18103805480202,0.0274248452156679,0.00538857969565367,0.000461286632902527,0.200639879857601,0.0100941041039796,0,0.00268993988514148,0.00528883670811597,0.00176549516310673,0,0.00873083943415124,0.0011099143834705,0.0677056220434536,0.000730303496311525,0,0,0,0.000396356201757811,0.00167577557068037,0,0.00436214072788801,0.0561028743587222,0.00179653362634759,0.00158020906671007,0.0419481542569753,0.0340433231178378,0.0234132288677785,0.00812177591409302,0.0420901623457679,0.033561556763996,0.0528578916273079,0.0104592763774348,0,0,0.0236803949939305,0,0.00752762808896178,0.00840738763040132,0,0,0,0.0121852211453362,0.00184145901994055,0.0218384696818332,0,0,0,0,0.00715790616360277,0,0,0,0,0,0,0,0,0.603299896403671,0,0,0,0,0,0,0,0,0
"4",0,0,0,0,0,0,0,0,0,0,0.0392016683568031,0.397439692625638,0.219705737619658,0.134894469859268,0,0.392653219749841,0.203117485923428,0.00293247030859457,0,0,0,0.00202952785418347,0.0452439838445387,0,0.290471571323094,0.232231123466273,0,0.0354559755338421,0.00625927404594495,0.146807320840546,0,0,0.00370948154340427,0.0307291289217655,0.0654227629153366,0.16005326924024,0.0548840093184982,0.053790068980663,0,0.142668928632207,0.0148399025681409,0.00200658576276645,0.0603803092524118,0.0207222383718398,0.0486259748454176,0,0,0.149392572136872,0.0451655824317081,0,0.00701106731253391,0,0.0000338960106686864,0.0171072377190819,0.0627339469917126,0.184584677174776,0.137011707349726,0.120096741839701,0.00712303724468776,0,0.00788024300339209,0,0,0,0.00372170666891864,0,0,0,0.00247724067769846,0.00054502787773698,0,0,0,0,0.000289974192529534,0,0,0.0234353345517163,0.00864012692864725,0,0.0441099832237837,0,0,0.0280967697255958,0,0,0,0,0,0,0,0,0
"5",0,0,0,0,0,0.140506491702988,0.0457208050392247,0.0333914998450388,0.242904996705255,0.0367885850414248,0,0,0,0,0,0,0,0,0,0.0150748860275154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0,0,0,0,0,0,0.0587498757689214,0.488469450003197,0,0.288715068126472,0.111168197637748,0,0,0,0.316816795398243,0,0.269613890286486,0.0914594487383964,0.0170079894689388,0.305323003549223,0.133943051314717,0.206204309099671,0.129661741844763,0.23273155522369,0.00937951092279852,0.146439245765233,0.0507930933236488,0.401744528930052,0.0858540012358729,0,0.811661243922579,0.201486043064297,0,0,0,0,0.00780975088889509,0.0137477080401705,0.0592776611937771,0,0,0,0,0,0,0,0.0329378035928852,0,0,0,0,0.000451200912946699,0.00143869245798975,0,0,0,0.00481381413730409,0,0,0,0.398744678597042,0,0.00679522245007625,0,0,0,0,0.0248183844829811,0,0.000119522270873986,0,0,0,0,0.00743580702605925,0.00790539922963476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,0.354444215091868,0,0.602581915793294,0.175563482860593,0,0,0,0.524152888043656,0,0,0.525414327333798,0.219189547113546,0.413046211227273,0.47703648328041,0.652123285774303,0.629866005650401,0.255035065710342,0.295955145660578,0.131606475842846,0.671972556366126,0.424927500424161,0.798102128855005,0,0.133315821116207,0.46887763209827,0.566311004417462,0.24194018200071,0.0932103479383966,0,0.144991261205687,0.517209749926292,0.838682503655055,0.00218909360659759,0,0.718159040234147,0.00143858209290968,0.0674693555290743,0.0852101824190788,0.00188034197162537,0.175057709716828,0,0.248401115934743,0.925428852035608,0.776903278642911,0.303701659704254,0.76308424770519,0.73863505552856,0,0,0.0039736415056591,0.0458228639701318,0.0128586166994922,0.00942677387145302,0.394112272831343,0.0862415717032519,0.0432810845023573,0,0.0114337254798289,0.0077874701485526,0,0.01238942372104,0.0705197108275583,0.31958292309973,0,0,0,0.287163528102505,0.499573987387335,0.757744689485265,0,0,0,0,0.00929916618516981,0,0.531848047650077,0.000138404926700363,0,0,0,0,0.143477318201123,0,0,0,0
"8",0,0,0,0,0,0,0,0,0,0.0420678007661307,0.0373478080606752,0,0,0,0.0400147319845419,0,0,0.156528329023861,0.633821804220642,0.00237195099863132,0.0131037510135695,0.05927606331429,0.0122861939195556,0.0884845502509445,0.265582853106302,0.151612556135469,0,0.00181663319936694,0.0207260198856207,0,0.0260142332287004,0.29142627216193,0.0221045291560505,0.136769646240418,0.0908105098279901,0,0.323905340751646,0.012322448490733,0.0343342131077146,0,0,0.0174040010044132,0.00878157056125564,0.00323655281163175,0.00737927241547127,0.00139104704131818,0.183715404371693,0,0.0063064832626934,0.01269597629609,0.0642392368747618,0.188912600189159,0.173633779553597,0.0493101331968991,0.00514031921069364,0,0.00116661902183611,0.00504178357837126,0,0,0.00383215503059778,0,0,0,0,0,0.00290069613485002,0,0,0,0,0,0,0,0.00257741770130241,0.0127368992485769,0,0,0,0,0.0096331221110374,0,0,0.00985078303961573,0.0459112147402174,0,0,0.00485794028786518,0.0278586052241531,0,0,0,0
"9",0,0,0,0,0,0,0,0.044430318203334,0,0.029846630272678,0,0,0,0,0.0447407945176028,0,0,0.118225645932967,0.0126979859573683,0.00815024318764687,0.0934500827887634,0.00320339121645569,0.0161906127985682,0,0,0.0545814410889495,0,0.000479994570458042,0,0,0,0.0382100526755028,0.0566987241547558,0.0176281790431518,0.145120466975635,0,0,0,0,0,0,0,0,0,0.0478017779734751,0,0.0094286012319678,0,0,0.000362576140086781,0,0.335992809681768,0,0,0.00363469191933795,0.0125158850676152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00871613345363379,0,0,0,0,0.0240205394664853,0.0142671742867815,0,0,0,0,0,0,0,0,0,0,0,0
"10",0,0,0,0,0,0,0,0.0192904665716525,0,0,0,0,0,0,0.0176010394012119,0,0,0,0.073737124146329,0,0,0,0.0198619488932495,0,0,0.0417282918865295,0,0,0,0,0,0,0.00753941018190039,0.0422750565950122,0.108752333938515,0,0,0,0,0,0,0,0,0,0.0307591027479897,0,0.001526301753286,0,0.0448839628450098,0,0,0.0404258867438691,0,0.0055193308937733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154774301578088,0.200764660486134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
