"","Group","Biomass","EE","PB","QB","Type","Unassim","BioAcc","ProdCons","DetInput","DetritusFate","Fleet1_Landings","Fleet1_Discards"
"1","phytoplankton",-1,0.624395579565316,106.976897365184,0,1,0,0,NA,NA,1,0,0
"2","infauna",-1,0.528817580174655,3.51353191171424,9.09173906248185,0,0.2,0,NA,NA,1,0,0
"3","amphipods",-1,0.623346765059978,3.81893568930088,16.2759202208066,0,0.2,0,NA,NA,1,0,0
"4","epibenthic",-1,0.809960588533431,2.55305900696326,11.8749667655369,0,0.2,0,NA,NA,1,0,0
"5","micro-zoop",-1,0.861296781804413,83.4258077958774,228.082460550662,0,0.2,0,NA,NA,1,0,0
"6","copepods",-1,0.843087384104729,12.3634426157237,90.5046178463602,0,0.2,0,NA,NA,1,0,0
"7","euphausiids",-1,0.834907984919846,13.2406898216961,22.3883478955851,0,0.2,0,NA,NA,1,0,0
"8","carniv-zoops",-1,0.683233118616045,2.07872973300756,8.86532088337687,0,0.2,0,NA,NA,1,0,0
"9","small jellies",-1,0.763698424305767,9.2163866081089,26.8285725369257,0,0.2,0,NA,NA,1,0,0
"10","large jellies",-1,0.768083731085062,3.66544744755667,11.0160299753337,0,0.2,0,NA,NA,1,0,0
"11","pandalid shp",-1,0.816217988077551,2.14389712998223,6.56402048449809,0,0.2,0,NA,NA,1,0.126266493779616,0
"12","benthic shp",-1,0.52979047819972,2.32323895753767,12.13417766004,0,0.2,0,NA,NA,1,9.15687353404055e-05,0
"13","Dungeness",-1,0.567249555140734,0.804829320157835,3.31912239710489,0,0.2,0,NA,NA,1,0.0999368910376853,0
"14","tanner crb",-1,0.531519567314535,0.222609853745246,1.40468250702457,0,0.2,0,NA,NA,1,0,0
"15","mesopelagics",9.07509429855233,-1,0.646529995175231,2.53918015112152,0,0.2,0,NA,NA,1,0,0
"16","Benthic fish",-1,0.563662131223828,0.434382085738696,2.69920709832555,0,0.2,0,NA,NA,1,0,0
"17","surf perch",-1,0.746505008637905,1.46334173266753,6.17734815725278,0,0.2,0,NA,NA,1,0,0
