"","Group","Biomass","EE","PB","QB","Type","Unassim","BioAcc","ProdCons","DetInput","DetritusFate","Fleet1_Landings","Fleet1_Discards"
"1","phytoplankton",-1,0.44659221440088,112.333255642039,0,1,0,0,NA,NA,1,0,0
"2","infauna",-1,0.891539797559381,1.86774154661569,10.4945157412251,0,0.2,0,NA,NA,1,0,0
"3","amphipods",-1,0.512238031905144,2.50162350446108,14.5442031614088,0,0.2,0,NA,NA,1,0,0
"4","epibenthic",-1,0.584102979302406,2.16876030241499,8.89140844628741,0,0.2,0,NA,NA,1,0,0
"5","micro-zoop",-1,0.562372143100947,118.729132103362,261.025316988596,0,0.2,0,NA,NA,1,0,0
"6","copepods",-1,0.736614581011236,14.6259908647133,77.37987274654,0,0.2,0,NA,NA,1,0,0
"7","euphausiids",-1,0.664346754737198,7.61914464964965,31.5215261403422,0,0.2,0,NA,NA,1,0,0
"8","carniv-zoops",-1,0.571013856492937,1.80983151468718,10.4653458946542,0,0.2,0,NA,NA,1,0,0
"9","small jellies",-1,0.885489469207823,10.9770468167073,30.2814029184292,0,0.2,0,NA,NA,1,0,0
"10","large jellies",-1,0.757728375121951,2.02860716856495,10.9054923021385,0,0.2,0,NA,NA,1,0,0
"11","pandalid shp",-1,0.749557608552277,2.11952745429377,14.8226815714373,0,0.2,0,NA,NA,1,0.105207156974997,0
"12","benthic shp",-1,0.85152851799503,2.80351316940107,9.01753544198101,0,0.2,0,NA,NA,1,0.000133911220025805,0
"13","Dungeness",-1,0.769096547644585,0.715201354659384,3.98153029398553,0,0.2,0,NA,NA,1,0.0946572783668614,0
"14","tanner crb",-1,0.898087380081415,0.293864919246582,1.26572033475596,0,0.2,0,NA,NA,1,0,0
"15","mesopelagics",6.8721821747166,-1,0.591017099054619,2.88411123497603,0,0.2,0,NA,NA,1,0,0
"16","Benthic fish",-1,0.550319723971188,0.6826250359875,2.44092976953988,0,0.2,0,NA,NA,1,0,0
"17","surf perch",-1,0.699517774768174,1.36891925494585,6.77082952510594,0,0.2,0,NA,NA,1,0,0
"18","Other cephal.",-1,0.592088944651186,1.7528163934082,7.00236351412885,0,0.2,0,NA,NA,1,0,0
"19","Market squid",-1,0.568910752143711,2.81906611454894,11.4037224612767,0,0.2,0,NA,NA,1,0.237315481799703,0
"20","Sardine",3.94352672442104,-1,0.5001927453636,4.56768204227359,0,0.2,0,NA,NA,1,0.517453403314176,0
"21","Anchovy",2.16977183956373,-1,1.01537829081853,6.02922419366667,0,0.2,0,NA,NA,1,0.0375253524961517,0
"22","Herring",0.66133073106835,-1,1.86118079693289,8.6945386408236,0,0.2,0,NA,NA,1,0.00688940842921715,0
"23","Pacific Mackerel",0.467995922823453,-1,0.513238216543303,5.86527135691297,0,0.2,0,NA,NA,1,0.0287919268171876,0
"24","Sand lance",-1,0.756324429996312,0.78256330045184,4.02097462470864,0,0.2,0,NA,NA,1,0,0
"25","Whitebait smelt",0.0789546911834577,-1,2.38398217701046,6.75876104479531,0,0.2,0,NA,NA,1,0,0
"26","Other smelt",-1,0.793067076057196,1.15655906161893,9.20792473224112,0,0.2,0,NA,NA,1,0,0
"27","Saury",0.897963936988596,-1,1.35863403537928,3.44814000649362,0,0.2,0,NA,NA,1,0,0
"28","Juv. rock.",-1,0.624475068598986,1.31142667462306,7.26549905963781,0,0.2,0,NA,NA,1,0,0
"29","Juv. hake",-1,0.603833971638232,1.72771019965686,6.9008981910978,0,0.2,0,NA,NA,1,0,0
"30","Juv. flat.",-1,0.771562782209367,0.988358805814946,5.15223231802385,0,0.2,0,NA,NA,1,0,0
"31","Juv. round.",-1,0.588607922568917,1.36699838883171,6.30610191965505,0,0.2,0,NA,NA,1,0,0
"32","Juv. thorny.",-1,0.539720045588911,0.508266608991132,1.69594731839461,0,0.2,0,NA,NA,1,0,0
"33","Yellowtail rock.",0.498785287417537,-1,0.147001023866292,1.66341225616773,0,0.2,0,NA,NA,1,0.0144994392769876,0
"34","Black rock.",0.122278496989384,-1,0.125548759262585,1.9668932436923,0,0.2,0,NA,NA,1,0.00299001222247366,0
"35","Nearshore rock.",0.0797466466885259,-1,0.178269171929709,2.01421149381161,0,0.2,0,NA,NA,1,0.0016889187588164,0
"36","Yelloweye rock.",0.00990298496784452,-1,0.0493229642075941,2.28653118419568,0,0.2,0,NA,NA,1,3.69143450316801e-05,0
"37","Greenstriped",0.107945101187236,-1,0.15521453277803,2.11731006268125,0,0.2,0,NA,NA,1,0.000130348477827956,0
"38","Shelf rock.",0.426613217654475,-1,0.135954111326219,2.35152245768986,0,0.2,0,NA,NA,1,0.00158496809414104,0
"39","Shortbelly",0.432658013547903,-1,0.28658920942481,2.13605281534101,0,0.2,0,NA,NA,1,2.60299395215994e-08,0
"40","Petrale sole",0.0925009708703246,-1,0.30802314990344,1.5772705009663,0,0.2,0,NA,NA,1,0.00564206329439272,0
"41","Halibut",0.171125689902818,-1,0.41970889026935,1.98980645010654,0,0.2,0,NA,NA,1,0.00305994389534515,0
"42","Hake",8.55279364504723,-1,0.412764335916181,1.85492922546214,0,0.2,0,NA,NA,1,1.0165673071162,0
"43","Lingcod",0.326167440232067,-1,0.315453404473009,2.50699809578559,0,0.2,0,NA,NA,1,0.00341797677127821,0
