"","Group","Biomass","EE","PB","QB","Type","Unassim","BioAcc","ProdCons","DetInput","DetritusFate","Fleet1_Landings","Fleet1_Discards"
"1","phytoplankton",-1,0.44773886911571,116.567344415721,0,1,0,0,NA,NA,1,0,0
"2","infauna",-1,0.600158689729869,2.41060504840274,11.7995607784954,0,0.2,0,NA,NA,1,0,0
"3","amphipods",-1,0.540103004407138,3.83883467048746,24.5516935547772,0,0.2,0,NA,NA,1,0,0
"4","epibenthic",-1,0.858293610811234,1.98693932821817,10.1467865597196,0,0.2,0,NA,NA,1,0,0
"5","micro-zoop",-1,0.664871105179191,108.73742760694,235.706017736294,0,0.2,0,NA,NA,1,0,0
"6","copepods",-1,0.773467454314232,14.8289297637651,57.9946677179807,0,0.2,0,NA,NA,1,0,0
"7","euphausiids",-1,0.615997183229774,7.5465314066288,33.4527721347517,0,0.2,0,NA,NA,1,0,0
"8","carniv-zoops",-1,0.633119016699493,2.37058003167387,7.86896139518918,0,0.2,0,NA,NA,1,0,0
"9","small jellies",-1,0.867108009569347,8.37437932445821,28.9146375323963,0,0.2,0,NA,NA,1,0,0
"10","large jellies",-1,0.714863173104823,3.16404957877998,11.34796870344,0,0.2,0,NA,NA,1,0,0
"11","pandalid shp",-1,0.583509878627956,2.22244568025859,14.6633696975455,0,0.2,0,NA,NA,1,0.118413586470983,0
"12","benthic shp",-1,0.831642440799624,2.07337526691317,12.6148804526747,0,0.2,0,NA,NA,1,9.99185415660776e-05,0
"13","Dungeness",-1,0.519728133268654,0.688729275007882,3.91028063087739,0,0.2,0,NA,NA,1,0.0972205931000091,0
"14","tanner crb",-1,0.661856962554157,0.251997333427139,1.60989457497097,0,0.2,0,NA,NA,1,0,0
"15","mesopelagics",8.24453110259186,-1,0.640586139501256,3.04540926183054,0,0.2,0,NA,NA,1,0,0
"16","Benthic fish",-1,0.619844711665064,0.407144642503271,2.80212297035418,0,0.2,0,NA,NA,1,0,0
"17","surf perch",-1,0.898624472692609,1.13617629929351,5.62267499994562,0,0.2,0,NA,NA,1,0,0
"18","Other cephal.",-1,0.738105645868927,2.04086935793418,5.88665492771669,0,0.2,0,NA,NA,1,0,0
"19","Market squid",-1,0.768176477123052,2.2342899082174,13.4975459548571,0,0.2,0,NA,NA,1,0.256824123071689,0
"20","Sardine",4.04894418663066,-1,0.519732455772698,4.19597210626951,0,0.2,0,NA,NA,1,0.520808649112812,0
"21","Anchovy",1.77211827512761,-1,1.06327237132271,6.71200150686312,0,0.2,0,NA,NA,1,0.0382489036929032,0
"22","Herring",0.863766949300091,-1,1.89229892057696,8.0591487206832,0,0.2,0,NA,NA,1,0.00594788823740384,0
"23","Pacific Mackerel",0.423569503710231,-1,0.560688964819142,7.1349794188473,0,0.2,0,NA,NA,1,0.0290096215246881,0
"24","Sand lance",-1,0.537446193490177,1.09242176284717,3.79615869964536,0,0.2,0,NA,NA,1,0,0
"25","Whitebait smelt",0.0991666982874754,-1,1.3663129306418,4.88677405574825,0,0.2,0,NA,NA,1,0,0
"26","Other smelt",-1,0.706275825947523,1.40336983534639,4.86915872510948,0,0.2,0,NA,NA,1,0,0
"27","Saury",1.4021097922085,-1,1.70775194310662,2.89248257327273,0,0.2,0,NA,NA,1,0,0
"28","Juv. rock.",-1,0.635899389814585,1.44611182279044,6.0917929897423,0,0.2,0,NA,NA,1,0,0
"29","Juv. hake",-1,0.766496338509023,1.73662827935198,5.27656742536885,0,0.2,0,NA,NA,1,0,0
"30","Juv. flat.",-1,0.748703916464001,1.21346706845241,4.61137277527496,0,0.2,0,NA,NA,1,0,0
"31","Juv. round.",-1,0.740213954076171,1.37690099434058,5.46397244554294,0,0.2,0,NA,NA,1,0,0
"32","Juv. thorny.",-1,0.731754223257303,0.53842614295248,1.64609173678694,0,0.2,0,NA,NA,1,0,0
"33","Yellowtail rock.",0.549229545404018,-1,0.140041506539672,1.77912632504489,0,0.2,0,NA,NA,1,0.0126975302034419,0
"34","Black rock.",0.130124419560336,-1,0.134515182990434,1.74069086852262,0,0.2,0,NA,NA,1,0.00290178868347378,0
"35","Nearshore rock.",0.079129456460301,-1,0.181929981440435,1.76838770408832,0,0.2,0,NA,NA,1,0.00138484970227869,0
"36","Yelloweye rock.",0.0109550850323659,-1,0.0457078439564406,2.91631600569622,0,0.2,0,NA,NA,1,3.88299667830172e-05,0
"37","Greenstriped",0.141111308230505,-1,0.108209933148753,1.5870198979745,0,0.2,0,NA,NA,1,0.000126485980768328,0
"38","Shelf rock.",0.499207962373826,-1,0.121982044863939,2.47824063799376,0,0.2,0,NA,NA,1,0.00173159587526544,0
