"","Group","Biomass","EE","PB","QB","Type","Unassim","BioAcc","ProdCons","DetInput","DetritusFate","Fleet1_Landings","Fleet1_Discards"
"1","phytoplankton",-1,0.264407023089007,119.726845600558,0,1,0,0,NA,NA,1,0,0
"2","infauna",-1,0.797752697952092,2.3821524178175,11.9058325344257,0,0.2,0,NA,NA,1,0,0
"3","amphipods",-1,0.593895175214857,4.93342521530251,21.5994046593658,0,0.2,0,NA,NA,1,0,0
"4","epibenthic",-1,0.706509771570563,1.23386305424223,7.89669779473526,0,0.2,0,NA,NA,1,0,0
"5","micro-zoop",-1,0.850747100729495,72.107430466634,282.596646807277,0,0.2,0,NA,NA,1,0,0
"6","copepods",-1,0.864949256274849,16.6310370619743,78.2177066419516,0,0.2,0,NA,NA,1,0,0
"7","euphausiids",-1,0.870022678002715,9.96383736067701,29.6483050624777,0,0.2,0,NA,NA,1,0,0
"8","carniv-zoops",-1,0.888139891158789,1.7110721925414,9.98036092463578,0,0.2,0,NA,NA,1,0,0
"9","small jellies",-1,0.857228565309197,8.2059486244346,36.2436248496537,0,0.2,0,NA,NA,1,0,0
"10","large jellies",-1,0.528393923398107,2.82383088753988,13.6383781731323,0,0.2,0,NA,NA,1,0,0
"11","pandalid shp",-1,0.654268499929458,1.94859229178535,10.0681899366135,0,0.2,0,NA,NA,1,0.101167346654274,0
"12","benthic shp",-1,0.820136516261846,1.7119847126885,8.68846384385812,0,0.2,0,NA,NA,1,0.000108482940317957,0
"13","Dungeness",-1,0.744922359846532,0.703713584372795,4.25124176753541,0,0.2,0,NA,NA,1,0.083776055372954,0
"14","tanner crb",-1,0.755298545211554,0.241003501239631,1.43532587003482,0,0.2,0,NA,NA,1,0,0
"15","mesopelagics",9.69459347451721,-1,0.556871358796784,2.99444410874335,0,0.2,0,NA,NA,1,0,0
"16","Benthic fish",-1,0.786209538951516,0.542232146406056,2.48077965409502,0,0.2,0,NA,NA,1,0,0
"17","surf perch",-1,0.637354924716055,1.34350389225066,4.82463594214173,0,0.2,0,NA,NA,1,0,0
"18","Other cephal.",-1,0.650491775851697,2.59403380799104,4.57483674256209,0,0.2,0,NA,NA,1,0,0
"19","Market squid",-1,0.686927335802466,2.43913188400332,7.6267586453579,0,0.2,0,NA,NA,1,0.311902678562589,0
"20","Sardine",3.35203563035136,-1,0.486700366639922,5.18437593839666,0,0.2,0,NA,NA,1,0.520622555981893,0
"21","Anchovy",1.59884090802398,-1,1.22297862491376,6.60931856141028,0,0.2,0,NA,NA,1,0.0385022214914241,0
"22","Herring",1.13764638929286,-1,1.71886757521862,9.11628531268992,0,0.2,0,NA,NA,1,0.00561873662092654,0
"23","Pacific Mackerel",0.491820238469262,-1,0.505015206711433,6.14318387624772,0,0.2,0,NA,NA,1,0.029599467181789,0
"24","Sand lance",-1,0.674400942306966,1.07687052866316,2.43901424481659,0,0.2,0,NA,NA,1,0,0
"25","Whitebait smelt",0.0751626279625396,-1,1.53639271142114,6.10780580521774,0,0.2,0,NA,NA,1,0,0
"26","Other smelt",-1,0.726497210655361,1.69351415884724,4.16075850435409,0,0.2,0,NA,NA,1,0,0
"27","Saury",1.39188318664652,-1,1.60411653920145,3.39998101722072,0,0.2,0,NA,NA,1,0,0
"28","Juv. rock.",-1,0.890576572250575,1.28868205582055,6.5177436746813,0,0.2,0,NA,NA,1,0,0
"29","Juv. hake",-1,0.662079282756895,1.43946697581612,6.17126417356592,0,0.2,0,NA,NA,1,0,0
"30","Juv. flat.",-1,0.599959218222648,1.07179014724209,3.57451190694309,0,0.2,0,NA,NA,1,0,0
"31","Juv. round.",-1,0.732578765880316,2.05804568192746,4.16331599311516,0,0.2,0,NA,NA,1,0,0
"32","Juv. thorny.",-1,0.637439950648695,0.384653645810132,2.78104628697334,0,0.2,0,NA,NA,1,0,0
"33","Yellowtail rock.",0.514590048957252,-1,0.146410589568318,1.80284635452548,0,0.2,0,NA,NA,1,0.0130727413486547,0
"34","Black rock.",0.126423741702045,-1,0.127033446343947,2.07613912336907,0,0.2,0,NA,NA,1,0.00324512943251566,0
"35","Nearshore rock.",0.0818635866335566,-1,0.174947779959429,1.79143675258058,0,0.2,0,NA,NA,1,0.00164546831532916,0
