"","Group","Biomass","EE","PB","QB","Type","Unassim","BioAcc","ProdCons","DetInput","DetritusFate","Fleet1_Landings","Fleet1_Discards"
"1","phytoplankton",-1,0.719237976591103,129.225805514756,0,1,0,0,NA,NA,1,0,0
"2","infauna",-1,0.855220443289727,2.45876487215901,7.6304184343228,0,0.2,0,NA,NA,1,0,0
"3","amphipods",-1,0.644141611270607,2.59384209325122,18.8118745877799,0,0.2,0,NA,NA,1,0,0
"4","epibenthic",-1,0.747447102237493,1.64329239834883,9.60998104557746,0,0.2,0,NA,NA,1,0,0
"5","micro-zoop",-1,0.800009227637202,82.006645011556,211.127236650758,0,0.2,0,NA,NA,1,0,0
"6","copepods",-1,0.741233832109719,15.8946190681685,65.5364655219237,0,0.2,0,NA,NA,1,0,0
"7","euphausiids",-1,0.632156964298338,4.53096290805397,38.0394878307396,0,0.2,0,NA,NA,1,0,0
"8","carniv-zoops",-1,0.756993933394551,1.67175875836314,14.6539858559162,0,0.2,0,NA,NA,1,0,0
"9","small jellies",-1,0.516574522387236,9.88184361470678,28.4530549892607,0,0.2,0,NA,NA,1,0,0
"10","large jellies",-1,0.720740966964513,2.40028724035839,10.2600054404746,0,0.2,0,NA,NA,1,0,0
"11","pandalid shp",-1,0.732474000193179,2.16889437329585,13.7962893989982,0,0.2,0,NA,NA,1,0.0998234664506488,0
"12","benthic shp",-1,0.5535046976991,1.83211202946911,10.051154018186,0,0.2,0,NA,NA,1,0.000107156605400224,0
"13","Dungeness",-1,0.516552759893239,0.787375337462886,4.74756057759307,0,0.2,0,NA,NA,1,0.101264059335924,0
"14","tanner crb",-1,0.880597091279924,0.289001808833693,1.40349113144994,0,0.2,0,NA,NA,1,0,0
"15","mesopelagics",12.769657075305,-1,0.534492471370509,2.91999173832997,0,0.2,0,NA,NA,1,0,0
"16","Benthic fish",-1,0.567223779205233,0.423119045146904,2.43404121137429,0,0.2,0,NA,NA,1,0,0
"17","surf perch",-1,0.508353515993804,1.23786110230316,6.4900673901063,0,0.2,0,NA,NA,1,0,0
"18","Other cephal.",-1,0.881886115763336,1.5771621746003,7.06041630729868,0,0.2,0,NA,NA,1,0,0
"19","Market squid",-1,0.868024160154164,2.97860524161771,10.9361868520959,0,0.2,0,NA,NA,1,0.34305383733407,0
"20","Sardine",3.4580352324696,-1,0.489330333058097,3.92693911183517,0,0.2,0,NA,NA,1,0.403727306919361,0
