"","Group","Biomass","EE","PB","QB","Type","Unassim","BioAcc","ProdCons","DetInput","DetritusFate","Fleet1_Landings","Fleet1_Discards"
"1","phytoplankton",-1,0.63009968760889,123.44887158304,0,1,0,0,NA,NA,1,0,0
"2","infauna",-1,0.690510069485754,2.70366276303033,10.1228796971824,0,0.2,0,NA,NA,1,0,0
"3","amphipods",-1,0.51676583616063,3.09720113257595,17.8925817531875,0,0.2,0,NA,NA,1,0,0
"4","epibenthic",-1,0.827152609452605,2.345970884883,8.90729265964056,0,0.2,0,NA,NA,1,0,0
"5","micro-zoop",-1,0.86043740734458,92.723036601835,337.196731943004,0,0.2,0,NA,NA,1,0,0
"6","copepods",-1,0.837285550870001,14.5000609073559,61.4745742265992,0,0.2,0,NA,NA,1,0,0
"7","euphausiids",-1,0.629910433571786,6.70962956408261,46.1331030844761,0,0.2,0,NA,NA,1,0,0
"8","carniv-zoops",-1,0.537340411730111,1.86764722578821,14.5862295291982,0,0.2,0,NA,NA,1,0,0
"9","small jellies",-1,0.628065140452236,9.36799129113823,31.8952859944161,0,0.2,0,NA,NA,1,0,0
"10","large jellies",-1,0.862943429965526,2.59361189670904,15.2542842058269,0,0.2,0,NA,NA,1,0,0
"11","pandalid shp",-1,0.823381103668362,1.86217748673288,10.4791062609343,0,0.2,0,NA,NA,1,0.0923372924748768,0
"12","benthic shp",-1,0.743770441133529,2.23565942450799,11.712325619232,0,0.2,0,NA,NA,1,0.000107022254320309,0
"13","Dungeness",-1,0.759972637798637,0.726557000559341,3.69779941574941,0,0.2,0,NA,NA,1,0.101783488090174,0
"14","tanner crb",-1,0.855174943152815,0.259436625883754,1.33379722341571,0,0.2,0,NA,NA,1,0,0
"15","mesopelagics",10.3791843120366,-1,0.605795811546539,3.34039953596605,0,0.2,0,NA,NA,1,0,0
"16","Benthic fish",-1,0.829283973202109,0.423511262205705,3.02341362857003,0,0.2,0,NA,NA,1,0,0
"17","surf perch",-1,0.866422950383276,1.473617150823,7.17749574384014,0,0.2,0,NA,NA,1,0,0
"18","Other cephal.",-1,0.85795620828867,1.88780671508528,6.70379795858306,0,0.2,0,NA,NA,1,0,0
"19","Market squid",-1,0.726779524981976,3.20343953627767,9.0104911573747,0,0.2,0,NA,NA,1,0.269617277060197,0
"20","Sardine",2.982435678614,-1,0.527432323846863,5.47715895066539,0,0.2,0,NA,NA,1,0.456751281030209,0
"21","Anchovy",2.33691624822102,-1,0.949836744866999,7.2717885930434,0,0.2,0,NA,NA,1,0.0380485636265173,0
"22","Herring",1.17148966983823,-1,1.68741921162681,7.06752722399783,0,0.2,0,NA,NA,1,0.00773166571907691,0
"23","Pacific Mackerel",0.432672437840098,-1,0.568188702932826,5.88561090170054,0,0.2,0,NA,NA,1,0.0239638998880986,0
"24","Sand lance",-1,0.621711033862084,1.0834000327108,2.66450793451838,0,0.2,0,NA,NA,1,0,0
"25","Whitebait smelt",0.0835682739404829,-1,1.68497346291959,5.16815381922429,0,0.2,0,NA,NA,1,0,0
"26","Other smelt",-1,0.864392772968859,1.49087651316881,5.14489213261976,0,0.2,0,NA,NA,1,0,0
"27","Saury",1.20921447157205,-1,1.46522119628745,3.35797740718196,0,0.2,0,NA,NA,1,0,0
"28","Juv. rock.",-1,0.548227333370596,1.52869311427218,5.01678578369938,0,0.2,0,NA,NA,1,0,0
"29","Juv. hake",-1,0.625241312384605,1.74087273190453,6.99966237715106,0,0.2,0,NA,NA,1,0,0
"30","Juv. flat.",-1,0.701930787041783,0.929066912024489,4.21516518002451,0,0.2,0,NA,NA,1,0,0
"31","Juv. round.",-1,0.534757556859404,1.62447192213097,4.62323362836408,0,0.2,0,NA,NA,1,0,0
"32","Juv. thorny.",-1,0.558565914537758,0.794766078130229,3.29459799371403,0,0.2,0,NA,NA,1,0,0
"33","Yellowtail rock.",0.712655172142643,-1,0.131994920935882,1.58292398850297,0,0.2,0,NA,NA,1,0.0159932824765598,0
"34","Black rock.",0.117270820104742,-1,0.128233102404123,1.9376680443552,0,0.2,0,NA,NA,1,0.00304846247109656,0
"35","Nearshore rock.",0.0792452406507216,-1,0.162523148690011,2.44866598160769,0,0.2,0,NA,NA,1,0.00157618329078582,0
"36","Yelloweye rock.",0.00713181678541488,-1,0.0495258085347785,2.54197516748409,0,0.2,0,NA,NA,1,4.07989377275647e-05,0
"37","Greenstriped",0.126474535558145,-1,0.118362078613318,1.99411949771235,0,0.2,0,NA,NA,1,0.000121887667588733,0
"38","Shelf rock.",0.447223077121422,-1,0.156665369512037,1.56253756983743,0,0.2,0,NA,NA,1,0.00150585543523312,0
"39","Shortbelly",0.360946944579732,-1,0.247503723530004,2.31597328281031,0,0.2,0,NA,NA,1,2.26527714438021e-08,0
"40","Petrale sole",0.0797037257497312,-1,0.313935044532258,1.7119374350222,0,0.2,0,NA,NA,1,0.0050558306309441,0
"41","Halibut",0.220195855605656,-1,0.45038856249238,2.16868194708654,0,0.2,0,NA,NA,1,0.0028987681690713,0
"42","Hake",7.76577891664941,-1,0.410626319153156,2.26969739545174,0,0.2,0,NA,NA,1,1.06905009024197,0
"43","Lingcod",0.230342153514993,-1,0.304583676059039,2.23442910877491,0,0.2,0,NA,NA,1,0.00423901447279978,0
"44","Arrowtooth",0.473472464754914,-1,0.305424684158351,2.90050883434523,0,0.2,0,NA,NA,1,0.0289644633654243,0
"45","Sablefish",0.838215035087992,-1,0.0883235502124983,1.92460378613018,0,0.2,0,NA,NA,1,0.0228320477997113,0
"46","Albacore",0.0762295048857247,-1,0.407126796974288,7.20343997006252,0,0.2,0,NA,NA,1,0.00340080000998856,0
"47","Salmon",0.147802271332877,-1,1.5432110731089,5.67829680627144,0,0.2,0,NA,NA,1,0.0217889140505557,0
"48","Grenadiers",0.286674649366713,-1,0.230881224446658,1.04853615130837,0,0.2,0,NA,NA,1,0.000479593423912635,0
"49","Dogfish",0.646833742161444,-1,0.078206254113664,2.85414657049227,0,0.2,0,NA,NA,1,0.00439970464899808,0
"50","Canary rock.",0.069679066998528,-1,0.111558023313031,1.7634100088797,0,0.2,0,NA,NA,1,0.00199050264977362,0
"51","P. Ocean Perch",0.105558394364145,-1,0.039749406091243,2.12203925627766,0,0.2,0,NA,NA,1,0.00240926627942231,0
"52","Widow rock.",0.242054310563523,-1,0.133660043485118,2.05539167565286,0,0.2,0,NA,NA,1,0.00503975593817284,0
"53","Splitnose rock.",0.33511831809225,-1,0.0849863709520609,2.30330340965693,0,0.2,0,NA,NA,1,0.00113479331531193,0
"54","Slope rock.",0.205273121274536,-1,0.053988569574894,2.00821845272749,0,0.2,0,NA,NA,1,0.00330162906333905,0
"55","Shortspine thorny.",1.03158548701287,-1,0.0595401497041055,0.526832613220321,0,0.2,0,NA,NA,1,0.00348246761957997,0
"56","Longspine thorny.",0.30322475320541,-1,0.131836994513462,0.371162528129567,0,0.2,0,NA,NA,1,0.0028607147337571,0
"57","Flatfish",3.50909408219583,-1,0.325363939131977,1.89385833365417,0,0.2,0,NA,NA,1,0.0470044760336289,0
"58","Skates",0.323254754686994,-1,0.189265966551799,1.96686945875992,0,0.2,0,NA,NA,1,0.00426780108162418,0
"59","Sharks",-1,0.767990215588361,0.214421374797892,2.39786158994934,0,0.2,0,NA,NA,1,0.00264283117365695,0
"60","Common murre",0.0031292241517927,-1,0.0748813619893847,174.355840562412,0,0.2,0,NA,NA,1,0,0
"61","Cassin's auklet",0.000884990606754843,-1,0.229589421930713,286.715715419922,0,0.2,0,NA,NA,1,0,0
"62","Rhino. auklet",0.000388426336911726,-1,0.123543667148945,211.509166925129,0,0.2,0,NA,NA,1,0,0
"63","Tufted Puffin",0.000135649191166504,-1,0.0365588369122122,181.208860012778,0,0.2,0,NA,NA,1,0,0
"64","Cali. gull",0.000655164151859801,-1,0.100042126573246,188.30125213893,0,0.2,0,NA,NA,1,0,0
"65","Western Gull",0.00114876873533185,-1,0.134282631703455,173.145873471051,0,0.2,0,NA,NA,1,0,0
"66","Kittiwake",0.000165814697813794,-1,0.0813904759024833,229.84290807765,0,0.2,0,NA,NA,1,0,0
"67","Albatross",0.000689716815020972,-1,0.0587882817731662,124.194285238128,0,0.2,0,NA,NA,1,0,0
"68","Fulmar",0.00023475762905342,-1,0.0314826264003837,204.157983212057,0,0.2,0,NA,NA,1,0,0
"69","Shearwater",0.00311383454659168,-1,0.0556649308458828,185.844525779013,0,0.2,0,NA,NA,1,0,0
"70","Leach's S. Petrel",0.000958477473500327,-1,0.116199220139376,435.329473316163,0,0.2,0,NA,NA,1,0,0
"71","Transient Orcas",0.0029734235052641,-1,0.0234148429125616,14.3870327297911,0,0.2,0,NA,NA,1,0,0
