"","Group","Biomass","EE","PB","QB","Type","Unassim","BioAcc","ProdCons","DetInput","DetritusFate","Fleet1_Landings","Fleet1_Discards"
"1","phytoplankton",-1,0.344272734830156,140.031415048292,0,1,0,0,NA,NA,1,0,0
"2","infauna",-1,0.700082232989371,1.95114518254598,10.2981805172576,0,0.2,0,NA,NA,1,0,0
"3","amphipods",-1,0.837508074380457,3.60490940073251,16.5885142076337,0,0.2,0,NA,NA,1,0,0
"4","epibenthic",-1,0.829471264407039,2.61620306663071,12.4492629928664,0,0.2,0,NA,NA,1,0,0
"5","micro-zoop",-1,0.880529350228608,89.8513866288547,345.134505478896,0,0.2,0,NA,NA,1,0,0
"6","copepods",-1,0.580067932978272,12.6218823742716,77.2409437805178,0,0.2,0,NA,NA,1,0,0
"7","euphausiids",-1,0.516413138899952,6.25752031883555,56.255569169469,0,0.2,0,NA,NA,1,0,0
"8","carniv-zoops",-1,0.521839912049472,2.07027349156945,14.1025116355829,0,0.2,0,NA,NA,1,0,0
"9","small jellies",-1,0.541758973989636,6.9154290246103,24.5859089359747,0,0.2,0,NA,NA,1,0,0
"10","large jellies",-1,0.7451839517802,2.35504776403299,14.2988130489349,0,0.2,0,NA,NA,1,0,0
"11","pandalid shp",-1,0.819740224909037,1.95813753938929,9.68051265437465,0,0.2,0,NA,NA,1,0.108429828675411,0
"12","benthic shp",-1,0.548031344544142,2.5731430658188,11.9257580008711,0,0.2,0,NA,NA,1,9.67670514334806e-05,0
"13","Dungeness",-1,0.501006641425192,0.76149673698253,3.12419036870227,0,0.2,0,NA,NA,1,0.0858907666607058,0
"14","tanner crb",-1,0.585264332965016,0.310104503050124,1.44682991514477,0,0.2,0,NA,NA,1,0,0
"15","mesopelagics",12.1438964754417,-1,0.585866995261032,2.61398512772941,0,0.2,0,NA,NA,1,0,0
"16","Benthic fish",-1,0.843167784344405,0.586096938492921,2.40206150406205,0,0.2,0,NA,NA,1,0,0
"17","surf perch",-1,0.883971444610506,1.19688690866285,5.03766674645046,0,0.2,0,NA,NA,1,0,0
"18","Other cephal.",-1,0.796973939612508,2.26398008915025,5.56939856293117,0,0.2,0,NA,NA,1,0,0
"19","Market squid",-1,0.779094134550542,3.22035883772311,9.69010423349119,0,0.2,0,NA,NA,1,0.255955724885419,0
"20","Sardine",3.34432181071109,-1,0.512809905247826,5.90415367624856,0,0.2,0,NA,NA,1,0.459445296209316,0
"21","Anchovy",1.65142827206726,-1,1.06037365614609,4.30992527601253,0,0.2,0,NA,NA,1,0.0384864449860753,0
"22","Herring",0.464188465294986,-1,2.52779528804176,6.11126005834366,0,0.2,0,NA,NA,1,0.00646514463359373,0
"23","Pacific Mackerel",0.490988467797174,-1,0.566290000807918,4.59416983501963,0,0.2,0,NA,NA,1,0.027934000854503,0
"24","Sand lance",-1,0.838219945691526,0.939512822572689,3.80281475215723,0,0.2,0,NA,NA,1,0,0
