"","V1","V2","V3","V4","V5"
"1",-1,128.34716208157,0,0.338056679232977,0
"2",-1,2.60208186228679,9.47196800959055,0.784543731622398,0
"3",-1,3.45577251109248,18.9208995252425,0.865658929012716,0
"4",-1,2.22666106467774,11.7851757217423,0.827065708488226,0
"5",-1,60.9699021797796,315.560680974401,0.869433818943799,0
"6",-1,16.7029705195382,69.3702438139632,0.636103016324341,0
"7",-1,5.66306420340709,42.1182539379435,0.783280826359987,0
"8",-1,1.62945710012855,11.504072237866,0.769497574772686,0
"9",-1,7.93918964907176,30.590577867013,0.74662315454334,0
"10",-1,3.16796126154307,7.84236368503034,0.524246682785451,0
"11",-1,1.85602642994572,15.2680386194457,0.694123421050608,0.0934232617769033
"12",-1,2.62780830670692,11.2063969462164,0.850335250701755,0.0000914840203343677
"13",-1,0.885456327057334,3.82251987577035,0.861673709005117,0.0918780974601749
"14",-1,0.265088051037527,1.32155963413681,0.567458406928927,0
"15",10.4356521286661,0.586172532354986,2.77359582165366,-1,0
"16",-1,0.417998930185479,3.07291712585751,0.813685666397214,0
"17",-1,1.23307483134045,5.88421888288954,0.767887828871608,0
"18",-1,1.50652666544966,7.28885629312146,0.655883485358208,0
"19",-1,3.33017459525736,7.91979632411594,0.692190736625344,0.285282855489957
"20",2.81321285547745,0.513669095323573,4.15654433477823,-1,0.543328606062372
"21",1.65169855152041,0.972110020830906,5.7175734463938,-1,0.0387925062972033
"22",0.698681747197655,1.55861823207749,7.4204171899614,-1,0.00545579537690424
"23",0.558604367274486,0.538224945085711,6.70662142397391,-1,0.0300399363336233
"24",-1,1.10604084797035,3.97790254986348,0.564963627699763,0
"25",0.107058508147764,1.54138156286917,4.73798635747921,-1,0
"26",-1,1.48017361206996,6.61766813150423,0.865453636553138,0
"27",1.82628072338429,1.82031277776615,2.86179702190228,-1,0
"28",-1,1.28531671324783,7.92382927006712,0.711957753263414,0
"29",-1,1.29655422388584,5.54478521847281,0.742659830581397,0
"30",-1,1.27857980675007,4.24000914817949,0.856371270492673,0
"31",-1,1.96043505251725,6.34050187464087,0.55550939720124,0
"32",-1,0.545667929144906,3.0435873548987,0.765972483530641,0
"33",0.702375590025852,0.12591956234887,1.79331720520089,-1,0.0132228135376004
"34",0.129280996528601,0.130305100166646,2.2635664497301,-1,0.00317708708586036
"35",0.0813672761952577,0.163030563691314,1.80664673630632,-1,0.00144434757433099
"36",0.00966687404853142,0.0452700892014973,2.36957680835686,-1,0.0000500165075318914
"37",0.0817805376498818,0.134753296574074,2.35453694094378,-1,0.000108834615992487
"38",0.570774768850481,0.136600017064049,1.81703316645308,-1,0.00153915936094476
"39",0.271685183988195,0.259457046620233,2.08876242452962,-1,0.0000000247120158249339
"40",0.0860603256741468,0.320505397289597,1.71024911605856,-1,0.00481263258478995
"41",0.188998526344863,0.499012154764538,2.43962247475043,-1,0.00340439098074464
"42",6.55594789117471,0.415033191561405,1.89530070701085,-1,1.0557084215914
"43",0.301577149117484,0.321517482088363,2.60147169623384,-1,0.00368099519228821
"44",0.376657667950694,0.26423630032639,2.17106502314516,-1,0.0306049107705817
"45",0.854606585430874,0.0950136673065241,2.04703468515993,-1,0.0312013341713974
"46",0.0997948848220383,0.44816148505158,7.68412635883807,-1,0.00325228602741431
"47",0.10234182681261,1.93453615226767,6.92824547858058,-1,0.0253656725642672
"48",0.495771534917232,0.189604464616197,1.01016793039388,-1,0.000349251630128771
"49",0.63255160651215,0.073001710318123,2.38013211028094,-1,0.00456686036249945
"50",0.0955239403234372,0.136559170462879,1.72395990693117,-1,0.00218958401861534
"51",0.0885683446492742,0.0993939956348151,1.95154367129118,-1,0.00258592822604032
"52",0.351273956531787,0.124404731282243,2.23911074247089,-1,0.00533780183818782
"53",0.273272375909957,0.0783367970718783,2.26437621118802,-1,0.00122400804736676
"54",0.309575684115809,0.0714992440096968,2.06259680411808,-1,0.00299342495693311
"55",1.34601101705136,0.0559397677747369,0.372230962156941,-1,0.00392237583243436
"56",0.367742003151384,0.124844777592124,0.351878926650235,-1,0.00269422736496804
"57",3.29637556554508,0.3556045826008,2.08856362532195,-1,0.0519370363183375
"58",0.343267125300525,0.222321007501292,1.39101831657611,-1,0.00472554507783497
"59",-1,0.223880539970747,2.08847241538768,0.524945454020053,0.00290345267069977
"60",0.00319715296245502,0.100677934918655,177.764944122491,-1,0
"61",0.00105684005646403,0.243812938498288,268.783355739927,-1,0
"62",0.000298918300517885,0.100062560391664,205.126649058227,-1,0
"63",0.00023241706927117,0.0534316466416604,178.887031625868,-1,0
"64",0.000587426140539743,0.0930661993576888,204.471428011683,-1,0
"65",0.000698217522791414,0.15552273786102,153.228062964207,-1,0
"66",0.000130547317110409,0.100785151443092,212.263563962217,-1,0
"67",0.00080819320131396,0.0414224468447607,123.741551458377,-1,0
"68",0.000237273169571556,0.0397950002207329,193.423604920582,-1,0
"69",0.00364979891015829,0.0749696997393051,192.403790513367,-1,0
"70",0.000654942331774928,0.061439409404359,436.984795584952,-1,0
"71",0.00356118405992544,0.0224027417669428,13.970914824595,-1,0
"72",0.00107788211040284,0.0248059186484121,13.9947553576263,-1,0
"73",0.0210720885509808,0.0675486650945161,36.7082098620207,-1,0
"74",0.27575904235557,0.0338136372476522,7.92377328940921,-1,0
"75",0.00531292335325371,0.0426016018368411,8.23783070885792,-1,0
"76",0.130298389803467,0.0342451368379385,6.97482399263901,-1,0
"77",0.0172838160169701,0.0217660102544393,8.45457595355421,-1,0
"78",0.015854253264121,0.0842326255947897,24.2135484532536,-1,0
"79",0.0874915793103352,0.0860508044047806,16.5552846625524,-1,0
"80",0.0324590688436473,0.304997474357878,19.0536555927809,-1,0
"81",0.0654165452151187,0.227759420295436,15.2807540881679,-1,0
"82",0.0102085446585361,0.077378120173381,51.2259456087047,-1,0
"83",0.920577654401109,0.0535289678526367,5.91558867135066,-1,0
"84",1.1171781762442,0.0418624094808447,11.1123987417383,-1,0
"85",0.0491195800102099,0.0566597986145717,31.9155429746529,-1,0
"86",0.000737632590812443,0.290493198951798,130.396622877184,-1,0
"87",0.00035702279474377,0.149800947427748,150.217388639751,-1,0
"88",0.000266078786660029,0.124299345265868,143.384134489051,-1,0
