"","Group","Biomass","EE","PB","QB","Type","Unassim","BioAcc","ProdCons","DetInput","DetritusFate","Fleet1_Landings","Fleet1_Discards"
"1","phytoplankton",-1,0.668222345178947,134.229285171619,0,1,0,0,NA,NA,1,0,0
"2","infauna",-1,0.666011601593345,2.57471580731697,14.6176004381628,0,0.2,0,NA,NA,1,0,0
"3","amphipods",-1,0.553359699528664,4.42995570065877,17.7713850727355,0,0.2,0,NA,NA,1,0,0
"4","epibenthic",-1,0.63149511134252,1.35221545403824,8.51096879353006,0,0.2,0,NA,NA,1,0,0
"5","micro-zoop",-1,0.564099445007741,130.960978567059,249.282681917539,0,0.2,0,NA,NA,1,0,0
"6","copepods",-1,0.866633639112115,14.5063463017041,79.2941071813565,0,0.2,0,NA,NA,1,0,0
"7","euphausiids",-1,0.677493197284639,8.13179339635318,35.4018742311595,0,0.2,0,NA,NA,1,0,0
"8","carniv-zoops",-1,0.551500855386257,1.90328533127673,7.20101021643034,0,0.2,0,NA,NA,1,0,0
"9","small jellies",-1,0.554042532946914,11.5403623350872,27.2635459743303,0,0.2,0,NA,NA,1,0,0
"10","large jellies",-1,0.884732640068978,3.02218803065758,15.1001050118204,0,0.2,0,NA,NA,1,0,0
"11","pandalid shp",-1,0.844215305894613,1.84861602718408,8.66255069044029,0,0.2,0,NA,NA,1,0.102381766245938,0
"12","benthic shp",-1,0.642039852123708,2.36722111658511,11.8654568177757,0,0.2,0,NA,NA,1,0.000106972806109378,0
"13","Dungeness",-1,0.812393160071224,0.722603502376285,2.99273599254733,0,0.2,0,NA,NA,1,0.0978430510872073,0
"14","tanner crb",-1,0.874213106371462,0.406627209553314,1.3828374112708,0,0.2,0,NA,NA,1,0,0
"15","mesopelagics",9.45638803433269,-1,0.648869996900065,2.99195734568822,0,0.2,0,NA,NA,1,0,0
"16","Benthic fish",-1,0.748506258428097,0.499497865062676,1.89628598373636,0,0.2,0,NA,NA,1,0,0
"17","surf perch",-1,0.731982816755772,1.58196346824165,6.20220597527827,0,0.2,0,NA,NA,1,0,0
"18","Other cephal.",-1,0.659722062572837,2.47396533668723,5.64820290374281,0,0.2,0,NA,NA,1,0,0
"19","Market squid",-1,0.749597315303981,2.00281980670974,6.39746489127032,0,0.2,0,NA,NA,1,0.251676656516661,0
"20","Sardine",2.86408718903158,-1,0.518907670128592,3.78630302580286,0,0.2,0,NA,NA,1,0.481935985767413,0
"21","Anchovy",2.30947038788165,-1,1.02693212641648,4.59476887208708,0,0.2,0,NA,NA,1,0.0347792604682196,0
"22","Herring",0.681464337886103,-1,2.47856973567464,7.77566267851069,0,0.2,0,NA,NA,1,0.00518432549642161,0
"23","Pacific Mackerel",0.489143857234366,-1,0.544434215726357,6.91954197760461,0,0.2,0,NA,NA,1,0.0265865393553634,0
"24","Sand lance",-1,0.640598752815276,0.920135743369142,3.23074833653545,0,0.2,0,NA,NA,1,0,0
