"","Group","Biomass","EE","PB","QB","Type","Unassim","BioAcc","ProdCons","DetInput","DetritusFate","Fleet1_Landings","Fleet1_Discards"
"1","phytoplankton",-1,0.481075252988376,124.769254525356,0,1,0,0,NA,NA,1,0,0
"2","infauna",-1,0.720502875559032,2.91290446406293,15.9630739196963,0,0.2,0,NA,NA,1,0,0
"3","amphipods",-1,0.868348927050829,4.34625517003621,25.5985303145971,0,0.2,0,NA,NA,1,0,0
"4","epibenthic",-1,0.876266959588975,1.73627045236488,12.6202654871436,0,0.2,0,NA,NA,1,0,0
"5","micro-zoop",-1,0.505410923715681,92.0974965819615,347.980339940941,0,0.2,0,NA,NA,1,0,0
"6","copepods",-1,0.509863886982203,13.6387970452317,57.7389740604713,0,0.2,0,NA,NA,1,0,0
"7","euphausiids",-1,0.644745900388807,8.03757565531069,27.8342251254994,0,0.2,0,NA,NA,1,0,0
"8","carniv-zoops",-1,0.538995711691678,2.03431571950565,5.72024830085446,0,0.2,0,NA,NA,1,0,0
"9","small jellies",-1,0.713471691962332,10.4013729848255,30.4155138052239,0,0.2,0,NA,NA,1,0,0
"10","large jellies",-1,0.825562951620668,2.69370793183844,13.4891844602362,0,0.2,0,NA,NA,1,0,0
"11","pandalid shp",-1,0.782252078875899,2.33774717682853,11.5186819148243,0,0.2,0,NA,NA,1,0.0946636938947341,0
"12","benthic shp",-1,0.681243179831654,2.7112672300424,9.80251744300458,0,0.2,0,NA,NA,1,9.26013440940058e-05,0
"13","Dungeness",-1,0.697273599263281,0.680982266710331,5.03915015629441,0,0.2,0,NA,NA,1,0.0870789892495285,0
"14","tanner crb",-1,0.565945732221007,0.336472256638812,1.64317344985777,0,0.2,0,NA,NA,1,0,0
"15","mesopelagics",5.69349943312768,-1,0.578788448724675,3.24270795270812,0,0.2,0,NA,NA,1,0,0
"16","Benthic fish",-1,0.6098881367594,0.437933713667465,2.24882664033671,0,0.2,0,NA,NA,1,0,0
"17","surf perch",-1,0.514198959805071,1.37381840126732,5.82262978608871,0,0.2,0,NA,NA,1,0,0
"18","Other cephal.",-1,0.623701386433095,2.21145686989946,5.67579642999682,0,0.2,0,NA,NA,1,0,0
"19","Market squid",-1,0.875657892227173,3.31544736105817,12.3074838607917,0,0.2,0,NA,NA,1,0.238942176280634,0
"20","Sardine",3.35967883695126,-1,0.478495701512585,4.88639908718493,0,0.2,0,NA,NA,1,0.44234582294928,0
"21","Anchovy",1.36045418114941,-1,1.22226040734559,6.92101489589879,0,0.2,0,NA,NA,1,0.0437373355698025,0
"22","Herring",0.744037288440847,-1,1.50764063251196,5.815822321447,0,0.2,0,NA,NA,1,0.00697113159228639,0
"23","Pacific Mackerel",0.404976642136728,-1,0.49529836793258,6.95696713224796,0,0.2,0,NA,NA,1,0.0262543624795844,0
"24","Sand lance",-1,0.618416362442076,1.23538621455374,4.84900729036781,0,0.2,0,NA,NA,1,0,0
"25","Whitebait smelt",0.0776433496574606,-1,2.19275366911204,7.65658801368108,0,0.2,0,NA,NA,1,0,0
