"","Group","Biomass","EE","PB","QB","Type","Unassim","BioAcc","ProdCons","DetInput","DetritusFate","Fleet1_Landings","Fleet1_Discards"
"1","phytoplankton",-1,0.633757765754126,110.696439556511,0,1,0,0,NA,NA,1,0,0
"2","infauna",-1,0.624053450021893,2.22506857170654,10.4904169955908,0,0.2,0,NA,NA,1,0,0
"3","amphipods",-1,0.696280707512051,4.92888754859526,21.046588006984,0,0.2,0,NA,NA,1,0,0
"4","epibenthic",-1,0.863268599752337,2.18110681274129,9.22002763144281,0,0.2,0,NA,NA,1,0,0
"5","micro-zoop",-1,0.536740436218679,80.2870580570972,231.417070439033,0,0.2,0,NA,NA,1,0,0
"6","copepods",-1,0.704127815831453,15.7182088384051,54.1888624448806,0,0.2,0,NA,NA,1,0,0
"7","euphausiids",-1,0.631545129232109,7.46199673002946,40.8223558759484,0,0.2,0,NA,NA,1,0,0
"8","carniv-zoops",-1,0.696032070368528,2.10762946095107,10.4368099950453,0,0.2,0,NA,NA,1,0,0
"9","small jellies",-1,0.870555949397385,10.1479840590992,30.9469564229634,0,0.2,0,NA,NA,1,0,0
"10","large jellies",-1,0.516383506264538,2.75334115159503,10.5917190319057,0,0.2,0,NA,NA,1,0,0
"11","pandalid shp",-1,0.591783313732594,2.04756734559469,11.0584333405444,0,0.2,0,NA,NA,1,0.100537021559193,0
"12","benthic shp",-1,0.710365623421967,2.30502977506252,10.2668372128923,0,0.2,0,NA,NA,1,0.000122945880063241,0
"13","Dungeness",-1,0.851066034380347,0.766053592002704,2.83935632088255,0,0.2,0,NA,NA,1,0.0790284412351226,0
"14","tanner crb",-1,0.606177210342139,0.271645337842586,1.55208708445515,0,0.2,0,NA,NA,1,0,0
"15","mesopelagics",10.6983919045122,-1,0.528949105548204,3.23391509282324,0,0.2,0,NA,NA,1,0,0
"16","Benthic fish",-1,0.72839384926483,0.457105183512619,2.22449204937093,0,0.2,0,NA,NA,1,0,0
"17","surf perch",-1,0.855288237333298,1.60848475520736,6.27199438422378,0,0.2,0,NA,NA,1,0,0
"18","Other cephal.",-1,0.74510643593967,1.75272623864557,4.73787940035173,0,0.2,0,NA,NA,1,0,0
"19","Market squid",-1,0.798279624897987,2.65232435633915,14.831679665346,0,0.2,0,NA,NA,1,0.263871493072816,0
"20","Sardine",3.47079217262909,-1,0.519921812589396,5.53921818798895,0,0.2,0,NA,NA,1,0.506008098740618,0
"21","Anchovy",1.77386108294381,-1,0.904490740604772,6.26488631541078,0,0.2,0,NA,NA,1,0.0435087076294142,0
"22","Herring",0.970766939136154,-1,1.80168428841346,8.71988583491325,0,0.2,0,NA,NA,1,0.00647789914608103,0
"23","Pacific Mackerel",0.442890706705521,-1,0.566535086013637,7.2518405469151,0,0.2,0,NA,NA,1,0.032779456756522,0
"24","Sand lance",-1,0.845990325976163,1.17493781526061,3.5506089221035,0,0.2,0,NA,NA,1,0,0
"25","Whitebait smelt",0.0876490475882317,-1,1.6555511599838,7.6162346941888,0,0.2,0,NA,NA,1,0,0
"26","Other smelt",-1,0.834836042486131,1.33739760011741,5.29516540492998,0,0.2,0,NA,NA,1,0,0
"27","Saury",0.961440137821025,-1,1.78869500513553,3.20041984614291,0,0.2,0,NA,NA,1,0,0
"28","Juv. rock.",-1,0.665869546029717,1.52158921419432,6.10164416098079,0,0.2,0,NA,NA,1,0,0
"29","Juv. hake",-1,0.751378639042378,2.26827600687717,6.86190057063127,0,0.2,0,NA,NA,1,0,0
"30","Juv. flat.",-1,0.885491217393428,0.819582255749794,4.86249984868717,0,0.2,0,NA,NA,1,0,0
"31","Juv. round.",-1,0.846271611656994,1.11783545683388,4.90952280170862,0,0.2,0,NA,NA,1,0,0
"32","Juv. thorny.",-1,0.580761195067316,0.33089321449591,2.45250274705573,0,0.2,0,NA,NA,1,0,0
"33","Yellowtail rock.",0.522301031720097,-1,0.150732243997874,1.61567605218206,0,0.2,0,NA,NA,1,0.0139005810915957,0
"34","Black rock.",0.126588569766029,-1,0.142930995928848,2.05026936289388,0,0.2,0,NA,NA,1,0.00293279830707016,0
"35","Nearshore rock.",0.0814176710362866,-1,0.155835369885617,2.71925161647711,0,0.2,0,NA,NA,1,0.00174405246337507,0
"36","Yelloweye rock.",0.0118400398260005,-1,0.0494152392689484,1.99472432154302,0,0.2,0,NA,NA,1,4.74143382529881e-05,0
"37","Greenstriped",0.0995366387811383,-1,0.112932219424184,2.39144329965176,0,0.2,0,NA,NA,1,0.000138846269366215,0
"38","Shelf rock.",0.529708622498642,-1,0.158900859693326,1.75356228666065,0,0.2,0,NA,NA,1,0.0014390095662313,0
"39","Shortbelly",0.307124651958425,-1,0.263352772873479,1.79811759471431,0,0.2,0,NA,NA,1,2.66520133294367e-08,0
"40","Petrale sole",0.0747758410723941,-1,0.318208823386482,1.58676689268217,0,0.2,0,NA,NA,1,0.00579376783534576,0
"41","Halibut",0.183919494040571,-1,0.447256341753926,2.25998212067913,0,0.2,0,NA,NA,1,0.00289133211836449,0
"42","Hake",7.94956558665719,-1,0.39688628022871,2.05962316855306,0,0.2,0,NA,NA,1,0.85793608667306,0
"43","Lingcod",0.273911780165316,-1,0.292951040685705,2.38028603364357,0,0.2,0,NA,NA,1,0.00321246988922767,0
"44","Arrowtooth",0.339829788548968,-1,0.254043310652314,2.16162335927232,0,0.2,0,NA,NA,1,0.0309312596958264,0
"45","Sablefish",0.609665167995577,-1,0.103935085146217,2.04296179864268,0,0.2,0,NA,NA,1,0.0225312128615106,0
"46","Albacore",0.111730015331256,-1,0.372009038550333,5.30449989373202,0,0.2,0,NA,NA,1,0.00396062600702611,0
"47","Salmon",0.13120630776412,-1,1.7004396236464,5.50488172852303,0,0.2,0,NA,NA,1,0.0286111431171605,0
"48","Grenadiers",0.357715019262967,-1,0.25541369160445,1.002936034452,0,0.2,0,NA,NA,1,0.000359249721094465,0
