"","Group","Biomass","EE","PB","QB","Type","Unassim","BioAcc","ProdCons","DetInput","DetritusFate","Fleet1_Landings","Fleet1_Discards"
"1","phytoplankton",-1,0.396518195746467,127.629982985957,0,1,0,0,NA,NA,1,0,0
"2","infauna",-1,0.624127941019833,2.35187031563726,12.4001283396527,0,0.2,0,NA,NA,1,0,0
"3","amphipods",-1,0.891716854088008,3.37617506374751,17.7730478377206,0,0.2,0,NA,NA,1,0,0
"4","epibenthic",-1,0.711848632805049,1.57373886500328,11.7824001295552,0,0.2,0,NA,NA,1,0,0
"5","micro-zoop",-1,0.864701262582094,81.8113082166331,240.203653406968,0,0.2,0,NA,NA,1,0,0
"6","copepods",-1,0.728236328531057,12.5826497996513,60.2166486774749,0,0.2,0,NA,NA,1,0,0
"7","euphausiids",-1,0.569193472433835,6.07040570456895,42.567677943806,0,0.2,0,NA,NA,1,0,0
"8","carniv-zoops",-1,0.636675209086388,1.58698256539449,8.07029074140951,0,0.2,0,NA,NA,1,0,0
"9","small jellies",-1,0.83345637191087,8.21078187915823,27.3870386289007,0,0.2,0,NA,NA,1,0,0
"10","large jellies",-1,0.560945456661284,2.27698946079243,9.88344665580188,0,0.2,0,NA,NA,1,0,0
"11","pandalid shp",-1,0.676134291104972,2.2693898725115,6.54221291083827,0,0.2,0,NA,NA,1,0.112711611924474,0
"12","benthic shp",-1,0.675416715443134,2.19731644563594,9.98474890035772,0,0.2,0,NA,NA,1,0.000104767370357753,0
"13","Dungeness",-1,0.778248468134552,0.677792624260753,3.30293356848725,0,0.2,0,NA,NA,1,0.0918411363025322,0
"14","tanner crb",-1,0.881952775362879,0.262663242446496,1.39132733563006,0,0.2,0,NA,NA,1,0,0
"15","mesopelagics",6.77530312559952,-1,0.600733317744485,2.87300167102407,0,0.2,0,NA,NA,1,0,0
"16","Benthic fish",-1,0.78118901392445,0.44661499799096,2.08584496650428,0,0.2,0,NA,NA,1,0,0
"17","surf perch",-1,0.612422250024974,1.31938796912581,5.76499339163474,0,0.2,0,NA,NA,1,0,0
"18","Other cephal.",-1,0.872227608039975,2.29390911414429,8.79248179719556,0,0.2,0,NA,NA,1,0,0
"19","Market squid",-1,0.667939732782543,2.12188450411363,8.20650644196071,0,0.2,0,NA,NA,1,0.215515075836794,0
"20","Sardine",3.89382759607322,-1,0.501909943284992,5.25878191382314,0,0.2,0,NA,NA,1,0.495722585244451,0
"21","Anchovy",2.14586292755281,-1,0.989271726092521,6.39282207242718,0,0.2,0,NA,NA,1,0.0414429688229294,0
"22","Herring",0.847292622913521,-1,1.22005674800076,5.65491243580658,0,0.2,0,NA,NA,1,0.00641250332415026,0
"23","Pacific Mackerel",0.395505810650647,-1,0.496305822481974,5.35778460938554,0,0.2,0,NA,NA,1,0.0235410496188059,0
"24","Sand lance",-1,0.648762972000986,0.916593428074521,3.81039714428633,0,0.2,0,NA,NA,1,0,0
"25","Whitebait smelt",0.0836016257348182,-1,1.86216232383588,8.81477585878357,0,0.2,0,NA,NA,1,0,0
"26","Other smelt",-1,0.673463212978095,1.51143305029753,4.42399633223715,0,0.2,0,NA,NA,1,0,0
"27","Saury",1.43400677773675,-1,1.55179092746987,5.35325483790055,0,0.2,0,NA,NA,1,0,0
"28","Juv. rock.",-1,0.687207263056189,1.38124193171715,5.11898605222905,0,0.2,0,NA,NA,1,0,0
"29","Juv. hake",-1,0.781854994315654,1.29002989700438,6.24522328614016,0,0.2,0,NA,NA,1,0,0
