"","Group","Biomass","EE","PB","QB","Type","Unassim","BioAcc","ProdCons","DetInput","DetritusFate","Fleet1_Landings","Fleet1_Discards"
"1","phytoplankton",-1,0.411576721584424,106.698057357899,0,1,0,0,NA,NA,1,0,0
"2","infauna",-1,0.512935145013034,2.36989582114498,12.4198933962656,0,0.2,0,NA,NA,1,0,0
"3","amphipods",-1,0.593599907588214,2.48869969735496,19.2427549365712,0,0.2,0,NA,NA,1,0,0
"4","epibenthic",-1,0.83801507698372,2.01844559330713,11.7603184423823,0,0.2,0,NA,NA,1,0,0
"5","micro-zoop",-1,0.829409170057625,80.696340293274,282.762985291984,0,0.2,0,NA,NA,1,0,0
"6","copepods",-1,0.671263244561851,15.1356635483718,96.5683477574343,0,0.2,0,NA,NA,1,0,0
"7","euphausiids",-1,0.674460229743272,6.38290538491822,42.2396588052722,0,0.2,0,NA,NA,1,0,0
"8","carniv-zoops",-1,0.571512005850673,1.48344224587546,8.77935021023791,0,0.2,0,NA,NA,1,0,0
"9","small jellies",-1,0.511912405397743,6.89122914423197,22.7668114034944,0,0.2,0,NA,NA,1,0,0
"10","large jellies",-1,0.573344187252223,2.35514652477025,10.4728011306857,0,0.2,0,NA,NA,1,0,0
"11","pandalid shp",-1,0.740149206295609,1.83048238636541,8.47747816628919,0,0.2,0,NA,NA,1,0.113738706808656,0
"12","benthic shp",-1,0.818182819429785,3.96482304159085,15.2214873667369,0,0.2,0,NA,NA,1,0.000107989316938184,0
"13","Dungeness",-1,0.646747017744929,0.769544182504547,4.3742640663136,0,0.2,0,NA,NA,1,0.0913352521062379,0
"14","tanner crb",-1,0.738364835828543,0.272153150892516,1.04975253055909,0,0.2,0,NA,NA,1,0,0
"15","mesopelagics",7.26157132506895,-1,0.611250829574239,3.30725903343394,0,0.2,0,NA,NA,1,0,0
"16","Benthic fish",-1,0.744613257143646,0.48737706974486,2.37183480109476,0,0.2,0,NA,NA,1,0,0
"17","surf perch",-1,0.774829126335681,1.19532217725761,7.3140018830487,0,0.2,0,NA,NA,1,0,0
"18","Other cephal.",-1,0.645555841736495,1.75836434268364,7.12213137698829,0,0.2,0,NA,NA,1,0,0
"19","Market squid",-1,0.565705539938062,2.93004324613671,12.4716244361675,0,0.2,0,NA,NA,1,0.242341742015204,0
"20","Sardine",3.16398984575682,-1,0.524773614332893,4.93172498259059,0,0.2,0,NA,NA,1,0.528860635818212,0
"21","Anchovy",1.62805259695096,-1,1.17941642695909,4.20295449495554,0,0.2,0,NA,NA,1,0.0358047913844571,0
"22","Herring",0.685630158530422,-1,1.72009718828893,7.88268171577483,0,0.2,0,NA,NA,1,0.00781487377747488,0
"23","Pacific Mackerel",0.593741396546621,-1,0.530582998526686,5.15551747577479,0,0.2,0,NA,NA,1,0.0312942528387497,0
"24","Sand lance",-1,0.679003717564046,0.954476979479225,3.41416483019607,0,0.2,0,NA,NA,1,0,0
"25","Whitebait smelt",0.0891778530113936,-1,1.5785657986374,4.89130144873128,0,0.2,0,NA,NA,1,0,0
